step,hp_metric,train_loss_fusion_step,train_loss_global_step,train_loss_local_step,train_loss_reg_step,gradient_norm_step,epoch,val_acc,val_f1,val_auc,val_loss,train_acc,train_f1,train_auc,train_loss_fusion_epoch,train_loss_global_epoch,train_loss_local_epoch,train_loss_reg_epoch,train_loss,gradient_norm_epoch
299,,19.799381256103516,17.653532028198242,13.461984634399414,17645.197265625,115.1689224243164,0.0,,,,,,,,,,,,,
349,,21.59441375732422,17.98684310913086,15.174783706665039,17340.91796875,289.49652099609375,0.0,,,,,,,,,,,,,
399,,22.17845916748047,19.83052635192871,18.73377799987793,16886.265625,172.25135803222656,1.0,,,,,,,,,,,,,
449,,22.095264434814453,18.49479866027832,16.565710067749023,16377.958984375,146.36367797851562,1.0,,,,,,,,,,,,,
499,,20.14571762084961,16.35555648803711,16.073055267333984,15748.130859375,176.66061401367188,1.0,,,,,,,,,,,,,
549,,24.067916870117188,20.818429946899414,18.727649688720703,15644.90234375,164.11489868164062,1.0,,,,,,,,,,,,,
599,,21.56477928161621,16.543838500976562,17.655536651611328,15349.638671875,143.76979064941406,1.0,,,,,,,,,,,,,
649,,21.136112213134766,15.571675300598145,14.36888313293457,14851.87109375,148.82064819335938,1.0,,,,,,,,,,,,,
699,,21.633377075195312,15.052555084228516,11.565865516662598,14567.689453125,165.6361541748047,1.0,,,,,,,,,,,,,
749,,21.033493041992188,16.326648712158203,14.843096733093262,14149.947265625,170.94451904296875,1.0,,,,,,,,,,,,,
799,,21.9273681640625,20.747365951538086,20.752853393554688,14021.9541015625,339.05999755859375,2.0,,,,,,,,,,,,,
849,,22.89573860168457,20.13904571533203,18.42019271850586,13675.11328125,201.91366577148438,2.0,,,,,,,,,,,,,
899,,22.468223571777344,21.013507843017578,20.901212692260742,13291.2373046875,309.8731384277344,2.0,,,,,,,,,,,,,
949,,20.85018539428711,18.30414581298828,14.46628189086914,13074.419921875,164.8355255126953,2.0,,,,,,,,,,,,,
999,,22.054180145263672,16.38461685180664,15.198751449584961,12987.62890625,138.1804962158203,2.0,,,,,,,,,,,,,
1049,,19.3172550201416,13.99199390411377,10.408524513244629,12389.1689453125,175.60202026367188,2.0,,,,,,,,,,,,,
1099,,20.84823226928711,12.042913436889648,11.089884757995605,12663.7578125,199.53738403320312,2.0,,,,,,,,,,,,,
1149,,21.893604278564453,16.130817413330078,14.385329246520996,12273.6455078125,192.30096435546875,2.0,,,,,,,,,,,,,
1199,,21.431121826171875,13.531614303588867,9.62502670288086,12072.0078125,160.7823486328125,3.0,,,,,,,,,,,,,
1249,,19.637401580810547,16.055740356445312,10.84217643737793,11854.00390625,131.94163513183594,3.0,,,,,,,,,,,,,
1299,,19.547523498535156,14.216287612915039,10.163396835327148,12042.4296875,161.08499145507812,3.0,,,,,,,,,,,,,
1349,,19.563945770263672,16.180988311767578,14.98287582397461,11842.611328125,154.2938995361328,3.0,,,,,,,,,,,,,
1399,,21.053726196289062,14.834566116333008,14.840822219848633,11334.984375,159.1472625732422,3.0,,,,,,,,,,,,,
1449,,21.50025177001953,17.281700134277344,17.639427185058594,11354.7919921875,205.66494750976562,3.0,,,,,,,,,,,,,
1499,,19.386653900146484,16.358531951904297,16.41873550415039,11115.953125,268.9219970703125,3.0,,,,,,,,,,,,,
1549,,22.379486083984375,17.832862854003906,17.109397888183594,11022.091796875,181.1392822265625,4.0,,,,,,,,,,,,,
1599,,20.56283950805664,16.286239624023438,13.282068252563477,10975.32421875,239.18585205078125,4.0,,,,,,,,,,,,,
1649,,20.193511962890625,13.978487968444824,12.699614524841309,10693.404296875,190.0258026123047,4.0,,,,,,,,,,,,,
1699,,18.72860336303711,11.875792503356934,7.6753740310668945,10789.8046875,303.9230651855469,4.0,,,,,,,,,,,,,
1749,,20.75074577331543,18.507627487182617,16.8585262298584,10393.5302734375,140.2781524658203,4.0,,,,,,,,,,,,,
1799,,19.869070053100586,19.958402633666992,16.423002243041992,10209.9765625,219.93321228027344,4.0,,,,,,,,,,,,,
1849,,19.401351928710938,12.299295425415039,11.117862701416016,10239.3779296875,170.22238159179688,4.0,,,,,,,,,,,,,
1899,,21.36551284790039,22.745752334594727,21.120655059814453,10162.0654296875,312.50152587890625,4.0,,,,,,,,,,,,,
1949,,21.85698699951172,19.54302215576172,16.7036190032959,10016.3095703125,243.42457580566406,5.0,,,,,,,,,,,,,
1999,,21.44002914428711,12.443591117858887,7.228353500366211,9812.6669921875,140.31021118164062,5.0,,,,,,,,,,,,,
2049,,19.97663116455078,10.403219223022461,7.829632759094238,10064.0380859375,143.2430877685547,5.0,,,,,,,,,,,,,
2099,,19.797771453857422,17.39654541015625,12.198213577270508,9455.1240234375,211.3397979736328,5.0,,,,,,,,,,,,,
2149,,21.303546905517578,19.141597747802734,19.15554428100586,9621.455078125,318.08380126953125,5.0,,,,,,,,,,,,,
2199,,21.64764404296875,17.50716781616211,11.631998062133789,9263.544921875,280.9112548828125,5.0,,,,,,,,,,,,,
2249,,20.202499389648438,16.273197174072266,13.93135929107666,9297.2802734375,255.06712341308594,5.0,,,,,,,,,,,,,
2299,,19.44015121459961,14.583861351013184,13.93055534362793,9605.435546875,179.519287109375,5.0,,,,,,,,,,,,,
2349,,21.194259643554688,17.47968101501465,15.586793899536133,9337.3466796875,158.45065307617188,6.0,,,,,,,,,,,,,
2399,,21.904369354248047,16.504390716552734,13.634072303771973,9546.7333984375,160.2690887451172,6.0,,,,,,,,,,,,,
2449,,21.099966049194336,14.497627258300781,11.002069473266602,9304.3505859375,170.9049530029297,6.0,,,,,,,,,,,,,
2499,,19.515426635742188,15.636144638061523,12.954963684082031,9048.2451171875,164.45677185058594,6.0,,,,,,,,,,,,,
2549,,18.932830810546875,13.65576457977295,13.125364303588867,9099.419921875,160.4986114501953,6.0,,,,,,,,,,,,,
2599,,21.323678970336914,19.800495147705078,15.576189041137695,8830.109375,318.401611328125,6.0,,,,,,,,,,,,,
2649,,20.231327056884766,14.699071884155273,15.560800552368164,8771.0390625,330.0526123046875,6.0,,,,,,,,,,,,,
2699,,22.072778701782227,16.929779052734375,16.629179000854492,8862.525390625,236.5914306640625,6.0,,,,,,,,,,,,,
2749,,22.020395278930664,14.799583435058594,19.722200393676758,8605.78515625,215.05128479003906,7.0,,,,,,,,,,,,,
2799,,19.787315368652344,13.865354537963867,12.202874183654785,8756.9677734375,262.4793701171875,7.0,,,,,,,,,,,,,
2849,,21.127777099609375,11.487887382507324,9.990958213806152,8578.904296875,170.9912872314453,7.0,,,,,,,,,,,,,
2899,,20.97637367248535,9.78049087524414,6.951844215393066,8664.947265625,115.71852111816406,7.0,,,,,,,,,,,,,
2949,,20.296945571899414,12.576248168945312,16.67844009399414,8583.8046875,228.9568634033203,7.0,,,,,,,,,,,,,
2999,,18.816511154174805,19.250164031982422,16.028987884521484,8308.837890625,364.0788269042969,7.0,,,,,,,,,,,,,
3049,,20.49349594116211,18.60198211669922,13.834320068359375,8335.353515625,379.3030700683594,7.0,,,,,,,,,,,,,
3099,,20.702234268188477,13.262115478515625,15.109122276306152,8096.021484375,263.551513671875,8.0,,,,,,,,,,,,,
3149,,18.919517517089844,16.728736877441406,13.583224296569824,8037.24755859375,190.3922576904297,8.0,,,,,,,,,,,,,
3199,,19.8363037109375,11.160914421081543,7.980193138122559,8220.8818359375,150.63742065429688,8.0,,,,,,,,,,,,,
3249,,19.31859016418457,20.320709228515625,14.153369903564453,8193.65625,295.70635986328125,8.0,,,,,,,,,,,,,
3299,,21.499130249023438,15.074333190917969,12.339012145996094,7811.17041015625,176.75123596191406,8.0,,,,,,,,,,,,,
3349,,20.29033660888672,11.63255500793457,10.93205451965332,8020.63525390625,201.19088745117188,8.0,,,,,,,,,,,,,
3399,,21.700618743896484,11.299095153808594,9.975950241088867,7603.62890625,123.29364776611328,8.0,,,,,,,,,,,,,
3449,,20.827041625976562,15.469352722167969,9.980461120605469,7796.32373046875,205.93016052246094,8.0,,,,,,,,,,,,,
3499,,22.258459091186523,21.765052795410156,15.99290657043457,7966.2724609375,204.4659881591797,9.0,,,,,,,,,,,,,
3549,,18.14010238647461,13.178666114807129,8.171546936035156,7667.92236328125,109.6059799194336,9.0,,,,,,,,,,,,,
3599,,20.359935760498047,17.40400505065918,14.035704612731934,7376.29638671875,226.877197265625,9.0,,,,,,,,,,,,,
3649,,20.179697036743164,10.0340576171875,8.039228439331055,7419.29345703125,174.44961547851562,9.0,,,,,,,,,,,,,
3699,,18.380523681640625,9.275742530822754,7.579072952270508,7817.279296875,115.12435913085938,9.0,,,,,,,,,,,,,
3749,,19.665576934814453,13.639118194580078,12.394577980041504,7503.65869140625,128.7745819091797,9.0,,,,,,,,,,,,,
3799,,20.996061325073242,12.909652709960938,10.362366676330566,7897.896484375,172.8367919921875,9.0,,,,,,,,,,,,,
3849,,19.030010223388672,17.58661651611328,23.385929107666016,7575.80078125,209.20751953125,9.0,,,,,,,,,,,,,
3899,,20.50814437866211,12.920913696289062,13.456043243408203,7574.9775390625,217.38314819335938,10.0,,,,,,,,,,,,,
3949,,21.308738708496094,20.299190521240234,14.291961669921875,7349.8076171875,188.7444610595703,10.0,,,,,,,,,,,,,
3999,,21.871923446655273,23.6346435546875,22.181133270263672,7543.53076171875,437.43328857421875,10.0,,,,,,,,,,,,,
4049,,19.082984924316406,10.992127418518066,9.455018043518066,7429.34619140625,115.09778594970703,10.0,,,,,,,,,,,,,
4099,,19.574426651000977,16.851404190063477,11.121325492858887,7359.33837890625,164.41065979003906,10.0,,,,,,,,,,,,,
4149,,20.777273178100586,13.29721736907959,16.16393280029297,6906.95947265625,200.67674255371094,10.0,,,,,,,,,,,,,
4199,,20.447734832763672,15.799261093139648,14.795646667480469,7187.37744140625,231.75265502929688,10.0,,,,,,,,,,,,,
4249,,21.388080596923828,17.919048309326172,18.80521011352539,7139.7958984375,345.69915771484375,11.0,,,,,,,,,,,,,
4299,,20.35028076171875,14.292648315429688,14.340476036071777,7022.5341796875,217.89251708984375,11.0,,,,,,,,,,,,,
4349,,19.83635711669922,7.509065628051758,5.47355842590332,7046.47705078125,128.99832153320312,11.0,,,,,,,,,,,,,
4399,,22.543506622314453,19.576332092285156,17.130874633789062,7033.451171875,350.56695556640625,11.0,,,,,,,,,,,,,
4449,,19.32675552368164,14.858867645263672,10.085525512695312,7080.91064453125,163.01731872558594,11.0,,,,,,,,,,,,,
4499,,19.333911895751953,15.626461029052734,14.894270896911621,6885.7490234375,243.24110412597656,11.0,,,,,,,,,,,,,
4549,,20.98424530029297,15.848953247070312,17.765743255615234,7172.1982421875,245.2813720703125,11.0,,,,,,,,,,,,,
4599,,21.326316833496094,12.784534454345703,12.446149826049805,7131.607421875,127.40747833251953,11.0,,,,,,,,,,,,,
4649,,21.276016235351562,17.654273986816406,19.163414001464844,6874.40966796875,450.4967346191406,12.0,,,,,,,,,,,,,
4699,,18.563610076904297,10.869909286499023,9.971617698669434,6743.626953125,125.94527435302734,12.0,,,,,,,,,,,,,
4749,,20.467144012451172,13.028972625732422,8.665262222290039,6917.931640625,134.82933044433594,12.0,,,,,,,,,,,,,
4799,,21.818683624267578,17.237041473388672,18.103654861450195,6548.166015625,201.97470092773438,12.0,,,,,,,,,,,,,
4849,,19.141212463378906,13.589643478393555,12.883888244628906,6614.490234375,160.8024139404297,12.0,,,,,,,,,,,,,
4899,,20.97612190246582,16.675804138183594,13.345295906066895,6789.4052734375,238.0772705078125,12.0,,,,,,,,,,,,,
4949,,19.785913467407227,15.89438533782959,16.73423194885254,6555.0400390625,284.6497497558594,12.0,,,,,,,,,,,,,
4999,,20.081693649291992,11.947507858276367,8.106348037719727,6714.22900390625,278.64483642578125,12.0,,,,,,,,,,,,,
5049,,20.601940155029297,18.17318344116211,15.09732437133789,6397.43212890625,272.3135986328125,13.0,,,,,,,,,,,,,
5099,,21.034748077392578,12.021318435668945,12.44270133972168,6641.6494140625,238.78720092773438,13.0,,,,,,,,,,,,,
5149,,22.0510196685791,17.996440887451172,11.49792194366455,6531.93359375,351.2812805175781,13.0,,,,,,,,,,,,,
5199,,18.623729705810547,10.326408386230469,8.857738494873047,6282.8427734375,116.21800231933594,13.0,,,,,,,,,,,,,
5249,,21.177974700927734,14.528900146484375,11.031396865844727,6532.1220703125,190.955322265625,13.0,,,,,,,,,,,,,
5299,,20.990196228027344,11.934940338134766,9.48092269897461,6751.93359375,162.67416381835938,13.0,,,,,,,,,,,,,
5349,,19.28866195678711,15.367892265319824,12.278966903686523,6387.8095703125,186.99488830566406,13.0,,,,,,,,,,,,,
5399,,19.312702178955078,13.474431991577148,10.234970092773438,6391.890625,192.97549438476562,13.0,,,,,,,,,,,,,
5449,,20.36517333984375,19.82351303100586,13.667149543762207,6249.54638671875,389.5343017578125,14.0,,,,,,,,,,,,,
5499,,18.17559814453125,14.872200012207031,15.668046951293945,6073.2333984375,188.30841064453125,14.0,,,,,,,,,,,,,
5549,,20.35178565979004,20.8468017578125,17.441234588623047,5978.11865234375,645.6130981445312,14.0,,,,,,,,,,,,,
5599,,21.6302547454834,13.219034194946289,11.380914688110352,6062.07470703125,247.39491271972656,14.0,,,,,,,,,,,,,
5649,,19.205081939697266,14.413825035095215,11.832633972167969,6644.1572265625,229.63931274414062,14.0,,,,,,,,,,,,,
5699,,19.61838722229004,14.783920288085938,9.378467559814453,5905.322265625,223.693603515625,14.0,,,,,,,,,,,,,
5749,,20.3121395111084,14.70549488067627,7.936209201812744,6113.90380859375,193.55841064453125,14.0,,,,,,,,,,,,,
5799,,20.27970314025879,14.555659294128418,9.971306800842285,6138.95849609375,187.69236755371094,15.0,,,,,,,,,,,,,
5849,,20.894611358642578,12.284460067749023,12.662691116333008,5905.78125,254.7215576171875,15.0,,,,,,,,,,,,,
5899,,20.507314682006836,14.43851089477539,12.63643741607666,5959.0546875,257.5046081542969,15.0,,,,,,,,,,,,,
5949,,20.987449645996094,15.70075798034668,10.85240364074707,6229.3115234375,263.2588195800781,15.0,,,,,,,,,,,,,
5999,,18.99224281311035,13.976186752319336,11.082653999328613,6014.19140625,187.73439025878906,15.0,,,,,,,,,,,,,
6049,,19.769573211669922,18.669849395751953,15.203258514404297,5773.18310546875,267.330078125,15.0,,,,,,,,,,,,,
6099,,19.64166831970215,14.327064514160156,11.63043212890625,6096.8896484375,237.74688720703125,15.0,,,,,,,,,,,,,
6149,,19.68560028076172,13.101630210876465,10.63699722290039,5919.6435546875,219.0209503173828,15.0,,,,,,,,,,,,,
6199,,21.15133285522461,17.55274772644043,13.501453399658203,5863.19140625,173.4016571044922,16.0,,,,,,,,,,,,,
6249,,19.627517700195312,12.353696823120117,7.610039710998535,5795.88330078125,146.65481567382812,16.0,,,,,,,,,,,,,
6299,,20.475967407226562,14.743309020996094,9.859695434570312,5935.29296875,191.30636596679688,16.0,,,,,,,,,,,,,
6349,,20.80442237854004,18.647293090820312,16.62457275390625,5632.7568359375,296.8091125488281,16.0,,,,,,,,,,,,,
6399,,19.50836181640625,11.112649917602539,8.395466804504395,5858.58642578125,159.23289489746094,16.0,,,,,,,,,,,,,
6449,,19.670305252075195,12.249711990356445,9.094466209411621,5320.962890625,236.78675842285156,16.0,,,,,,,,,,,,,
6499,,19.931915283203125,11.685386657714844,7.004491329193115,5726.85546875,158.12770080566406,16.0,,,,,,,,,,,,,
6549,,20.462310791015625,8.81131649017334,6.269212245941162,5912.21923828125,171.69595336914062,16.0,,,,,,,,,,,,,
6599,,19.179275512695312,15.344457626342773,16.60240936279297,5564.91162109375,349.43450927734375,17.0,,,,,,,,,,,,,
6649,,21.729578018188477,13.806224822998047,13.08241081237793,5373.14453125,427.8907775878906,17.0,,,,,,,,,,,,,
6699,,20.401607513427734,17.7554988861084,16.08953094482422,5610.08203125,252.94699096679688,17.0,,,,,,,,,,,,,
6749,,19.731578826904297,14.540087699890137,10.733650207519531,5685.9130859375,150.90524291992188,17.0,,,,,,,,,,,,,
6799,,19.418106079101562,16.63770866394043,11.06348991394043,5563.5234375,201.49671936035156,17.0,,,,,,,,,,,,,
6849,,19.086843490600586,11.810344696044922,10.9415283203125,5558.611328125,210.4356689453125,17.0,,,,,,,,,,,,,
6899,,19.784969329833984,11.251279830932617,12.621437072753906,5392.84814453125,364.7818908691406,17.0,,,,,,,,,,,,,
6949,,20.25804328918457,10.111696243286133,7.907836437225342,5587.76171875,238.9647216796875,18.0,,,,,,,,,,,,,
6999,,21.266427993774414,20.011568069458008,14.738204002380371,5372.9599609375,300.0970458984375,18.0,,,,,,,,,,,,,
7049,,19.455808639526367,12.390557289123535,8.085205078125,5636.685546875,261.1282043457031,18.0,,,,,,,,,,,,,
7099,,20.83466339111328,15.592180252075195,13.182809829711914,5506.32568359375,195.8316650390625,18.0,,,,,,,,,,,,,
7149,,21.308971405029297,13.904808044433594,11.392852783203125,5597.619140625,646.5603637695312,18.0,,,,,,,,,,,,,
7199,,22.517410278320312,24.64504623413086,19.76378059387207,5255.64404296875,620.2982177734375,18.0,,,,,,,,,,,,,
7249,,19.973651885986328,17.137006759643555,11.709606170654297,5297.685546875,213.84381103515625,18.0,,,,,,,,,,,,,
7299,,20.20623207092285,13.035377502441406,5.849017143249512,5654.5888671875,203.14622497558594,18.0,,,,,,,,,,,,,
7349,,19.40833282470703,10.680075645446777,8.316240310668945,5444.04248046875,152.4659881591797,19.0,,,,,,,,,,,,,
7399,,22.909461975097656,14.662412643432617,9.33444595336914,4982.26416015625,312.71588134765625,19.0,,,,,,,,,,,,,
7449,,20.20572853088379,12.463911056518555,15.684908866882324,6164.2705078125,303.61480712890625,19.0,,,,,,,,,,,,,
7499,,20.438495635986328,19.944883346557617,21.037416458129883,5200.4169921875,467.3230285644531,19.0,,,,,,,,,,,,,
7549,,21.39505958557129,11.749797821044922,9.354883193969727,5699.916015625,327.74420166015625,19.0,,,,,,,,,,,,,
7599,,17.442293167114258,9.909631729125977,8.887897491455078,5135.6005859375,153.97564697265625,19.0,,,,,,,,,,,,,
7649,,20.658918380737305,16.364500045776367,12.077840805053711,5047.05615234375,318.3037414550781,19.0,,,,,,,,,,,,,
7699,,18.89488410949707,9.970841407775879,7.148907661437988,5167.0068359375,178.16506958007812,19.0,,,,,,,,,,,,,
